epoch,train_loss,train_acc,val_acc
1,1.4025917796035907,0.6447140381282496,0.6349502487562189
2,0.925067990656742,0.7828289561391815,0.6983830845771144
3,0.8315895779770766,0.8289561391814425,0.7114427860696517
4,0.783700597244904,0.8500199973336888,0.7562189054726368
5,0.7252572801109632,0.8766831089188108,0.7966417910447762
6,0.6899195977201972,0.8930809225436609,0.8152985074626866
7,0.6787656605553586,0.9040127982935608,0.8550995024875622
8,0.6475865303588031,0.9202772963604853,0.8519900497512438
9,0.6339158948827245,0.9257432342354353,0.8538557213930348
10,0.6182141436718095,0.932675643247567,0.8550995024875622
