epoch,train_loss,train_acc,val_acc
1,1.140916501441509,0.6914768725052829,0.8247535596933188
2,0.39570576496934856,0.8802535806527354,0.859802847754655
3,0.2911096752235715,0.9100727870392111,0.8433734939759037
4,0.2444397324994014,0.9258041793848322,0.859802847754655
5,0.19838200916802276,0.9424747593331768,0.8521358159912377
6,0.1765347491356322,0.9476402911481568,0.8630887185104053
7,0.1801602325163192,0.9448227283399859,0.8871851040525739
8,0.13063104600798892,0.9591453392815215,0.9003285870755751
9,0.09929981414189536,0.9687720122094389,0.9014238773274917
10,0.101807466049266,0.9727635595210143,0.904709748083242
11,0.06865258540421983,0.9802770603428035,0.9069003285870756
12,0.0640574308257899,0.9828598262502934,0.9090909090909091
13,0.04451868494342375,0.9887297487673162,0.9156626506024096
14,0.043042429150130825,0.9877905611645926,0.91894852135816
15,0.03290502564338631,0.9917821084761681,0.9211391018619934
16,0.026755717025141935,0.9920169053768491,0.91894852135816
17,0.020419948676176393,0.9941300774829772,0.9211391018619934
18,0.01168094931928069,0.9976520309931909,0.91894852135816
19,0.01650437238940468,0.9941300774829772,0.9233296823658269
20,0.020653397467613428,0.9943648743836582,0.9222343921139102
