epoch,train_loss,train_acc,val_acc
1,0.7830548614480457,0.7544024418877671,0.8696604600219058
2,0.32400821223085297,0.8959849729983564,0.8291347207009858
3,0.21507751575017744,0.9300305235970885,0.8608981380065718
4,0.20524525158168508,0.9335524771073022,0.8740416210295728
5,0.15961681634894445,0.9467011035454332,0.872946330777656
6,0.14175645108233037,0.9537450105658606,0.8948521358159912
7,0.11659170898873483,0.9636064803944588,0.9003285870755751
8,0.10174166420083226,0.9664240432026298,0.8904709748083242
9,0.09389800111841683,0.9725287626203334,0.9014238773274917
10,0.081487979707541,0.9748767316271425,0.9178532311062432
11,0.04671160994002687,0.9837990138530172,0.9101861993428259
12,0.039914115854034544,0.9873209673632308,0.9123767798466593
13,0.03508168261609298,0.9903733270720827,0.9233296823658269
14,0.0295351172422934,0.9913125146748063,0.9244249726177437
15,0.021664897862056304,0.994599671284339,0.9266155531215772
16,0.01899802197758769,0.994599671284339,0.9222343921139102
17,0.01649706236043024,0.9950692650857008,0.927710843373494
18,0.01156090503288761,0.9969476402911481,0.9309967141292442
19,0.007969089420951848,0.9971824371918291,0.9299014238773274
20,0.009314335772453212,0.9964780464897863,0.9288061336254108
