epoch,train_loss,train_acc,val_acc
1,0.7659488626700888,0.7806996947640291,0.8269441401971522
2,0.29558551084949086,0.9020896924160601,0.8871851040525739
3,0.2236970040293808,0.9279173514909603,0.8860898138006572
4,0.20266558679509436,0.9356656492134304,0.9003285870755751
5,0.16655798830552476,0.9469359004461141,0.8740416210295728
6,0.12530775977345412,0.9575017609767551,0.8981380065717415
7,0.13221756721713152,0.9558581826719887,0.8860898138006572
8,0.09162685324738153,0.9718243719182906,0.891566265060241
9,0.07821455170505622,0.9746419347264617,0.9079956188389924
10,0.07207301853122515,0.9774594975346326,0.9058050383351588
11,0.058633707252053476,0.9826250293496126,0.9014238773274917
12,0.042002618718690286,0.9882601549659544,0.9200438116100766
13,0.027200422227645148,0.9906081239727635,0.9211391018619934
14,0.021503984382326653,0.9941300774829772,0.9178532311062432
15,0.017778562335067007,0.9943648743836582,0.9200438116100766
16,0.016925815686172456,0.9955388588870627,0.9211391018619934
17,0.012228245661274931,0.9974172340925099,0.9244249726177437
18,0.013236633850726506,0.9957736557877436,0.9255202628696605
19,0.011135316505480622,0.9967128433904673,0.9266155531215772
20,0.013951065283372614,0.9969476402911481,0.927710843373494
