epoch,train_loss,train_acc,val_acc
1,1.089147176792096,0.7100258276590748,0.768893756845564
2,0.388627880586372,0.8837755341629491,0.8357064622124863
3,0.3196389243674967,0.8978633482038038,0.859802847754655
4,0.2240352811990251,0.9307349142991312,0.882803943044907
5,0.19830263744170262,0.9377788213195586,0.8619934282584885
6,0.15616903917474292,0.9528058229631369,0.8707557502738226
7,0.15780322799169577,0.9528058229631369,0.8849945235487404
8,0.13331256320896417,0.9624324958910543,0.891566265060241
9,0.10439687092613799,0.9692416060108007,0.895947426067908
10,0.09008500385133147,0.9755811223291853,0.9145673603504929
11,0.06830551759198826,0.9809814510448462,0.9079956188389924
12,0.06767424783619336,0.9819206386475698,0.9222343921139102
13,0.04474571532667462,0.9852077952571026,0.9200438116100766
14,0.03402356873040894,0.9915473115754873,0.9112814895947426
15,0.03342452007830213,0.9889645456679972,0.91894852135816
16,0.030928035805668365,0.9917821084761681,0.9244249726177437
17,0.027890475514504173,0.9929560929795727,0.9244249726177437
18,0.011847323362565642,0.9969476402911481,0.9266155531215772
19,0.011350631238037668,0.9962432495891054,0.932092004381161
20,0.014541509538286982,0.9953040619863818,0.9299014238773274
