epoch,train_loss,train_acc,val_acc
1,1.1173086925399893,0.680676215073961,0.7984665936473165
2,0.3671084583421413,0.8929326132895046,0.8466593647316539
3,0.27861402873723934,0.9145339281521484,0.8652792990142387
4,0.22120566411767384,0.931439305001174,0.8871851040525739
5,0.19726960282325814,0.9403615872270487,0.8773274917853231
6,0.1704016769662181,0.9516318384597323,0.8838992332968236
7,0.1439473872160682,0.9577365578774361,0.891566265060241
8,0.12552029973435114,0.9598497299835642,0.8937568455640745
9,0.12061071804530343,0.9631368865930969,0.9145673603504929
10,0.07615236971587691,0.9793378727400799,0.9025191675794085
11,0.07577461669021764,0.9779290913359944,0.9134720700985761
12,0.04787542605016557,0.9849729983564217,0.9003285870755751
13,0.03732457539373441,0.9903733270720827,0.9069003285870756
14,0.04431897330413397,0.9875557642639117,0.9200438116100766
15,0.023576108187296944,0.9931908898802536,0.927710843373494
16,0.024129155432850467,0.9924864991782109,0.9266155531215772
17,0.01961469952559566,0.9934256867809345,0.9266155531215772
18,0.0223815310978155,0.9934256867809345,0.9266155531215772
19,0.013673191620279685,0.9955388588870627,0.927710843373494
20,0.021837331650255316,0.9943648743836582,0.927710843373494
