epoch,train_loss,train_acc,val_acc
1,0.7718532803606388,0.7581591922986617,0.8050383351588171
2,0.3160532920621992,0.8957501760976755,0.859802847754655
3,0.2511691979313434,0.9159427095562338,0.8652792990142387
4,0.217640900057676,0.931439305001174,0.8433734939759037
5,0.17113948806009854,0.9441183376379432,0.8346111719605696
6,0.1465549713066694,0.9521014322610941,0.872946330777656
7,0.12385341390020739,0.9553885888706269,0.8860898138006572
8,0.10698551990583374,0.9647804648978634,0.8926615553121577
9,0.08958552829198754,0.9737027471237379,0.8981380065717415
10,0.07554561623275266,0.9767551068325898,0.9014238773274917
11,0.06192464592255166,0.9805118572434844,0.904709748083242
12,0.053299989490952396,0.9837990138530172,0.9090909090909091
13,0.035987734122859084,0.9910777177741253,0.9058050383351588
14,0.029248059341729988,0.9896689363700399,0.9244249726177437
15,0.020298191179388483,0.9929560929795727,0.9288061336254108
16,0.01428722358417467,0.9950692650857008,0.9331872946330778
17,0.015206645172672836,0.9950692650857008,0.932092004381161
18,0.014613019913455975,0.9955388588870627,0.9353778751369113
19,0.012204649331396693,0.9960084526884245,0.9353778751369113
20,0.009630549259107534,0.9974172340925099,0.9353778751369113
