epoch,train_loss,train_acc,val_acc
1,1.1055356787107002,0.7053298896454567,0.8324205914567361
2,0.3825273381676905,0.8849495186663536,0.8510405257393209
3,0.3114006207518089,0.8988025358065274,0.8576122672508215
4,0.23873889365087628,0.9241606010800657,0.8707557502738226
5,0.1872711484211126,0.9448227283399859,0.8871851040525739
6,0.16705306258138305,0.9511622446583705,0.882803943044907
7,0.15027695901240193,0.9537450105658606,0.8882803943044907
8,0.1329428134431958,0.9596149330828833,0.9079956188389924
9,0.10905563489848957,0.9701807936135243,0.8948521358159912
10,0.09906717515601941,0.9704155905142052,0.9003285870755751
11,0.06364652667702798,0.9812162479455271,0.8948521358159912
12,0.07036250220917503,0.9809814510448462,0.9112814895947426
13,0.06852103718342166,0.9812162479455271,0.9211391018619934
14,0.02810747896622994,0.9917821084761681,0.9299014238773274
15,0.023398655181368855,0.9931908898802536,0.927710843373494
16,0.02481270771290495,0.9931908898802536,0.9331872946330778
17,0.02072843760214278,0.9929560929795727,0.9331872946330778
18,0.019898200824409,0.99483446818502,0.9419496166484118
19,0.01489072555274184,0.9955388588870627,0.9430449069003286
20,0.014954302394360552,0.9953040619863818,0.9430449069003286
